title,lyrics,image
Dress,"117 ContributorsTranslationsFrançaisTürkçeEspañolPortuguêsItalianoDeutschDress Lyrics[Verse 1]
Our secret moments in a crowded room
They got no idea about me and you
There is an indentation in the shape of you
Made your mark on me, a golden tattoo

[Pre-Chorus]
All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you
Ha, ah, ah
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this
Ah, ha, ha, ha-ah
[Chorus]
Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
’Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

[Verse 2]
Inescapable, I'm not even gonna try
And if I get burned, at least we were electrified
I’m spilling wine in the bathtub
You kiss my face and we're both drunk
Everyone thinks that they know us
But they know nothin' about

[Pre-Chorus]
All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you
Ha, ah, ah
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this
Ah, ha, ha, ha-ah
You might also like[Chorus]
Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha

[Post-Chorus]
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off

[Bridge]
Flashback when you met me, your buzzcut and my hair bleached
Even in my worst times, you could see the best in me
Flashback to my mistakes, my rebounds, my earthquakes
Even in my worst lies, you saw the truth in me
And I woke up just in time, now I wake up by your side
My one and only, my lifeline
I woke up just in time, now I wake up by your side
My hands shake, I can't explain this
Ah, ha, ha, ha-ah
[Chorus]
Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
’Cause I don’t want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

[Outro]
There is an indentation in the shape of you
Only bought this dress so you could take it off
You made your mark on me, golden tattoo
Only bought this dress so you could take it off57Embed",https://images.genius.com/d6eba083b40fcec8b16ab1b4489fe057.300x300x1.png
"​no body, no crime","160 ContributorsTranslationsTürkçeEspañolСрпскиRomânăPortuguêsItalianoMagyarHebrewDeutschFrançaisفارسیNederlandsPolskiУкраїнська​no body, no crime Lyrics[Intro: HAIM]
He did it
He did it

[Verse 1: Taylor Swift]
Este's a friend of mine
We meet up every Tuesday night for dinner and a glass of wine
Este's been losin' sleep
Her husband's actin' different, and it smells like infidelity
She says, ""That ain't my Merlot on his mouth
That ain't my jewelry on our joint account""
No, there ain't no doubt
I think I'm gonna call him out
[Chorus: Taylor Swift & HAIM]
She says, ""I think he did it, but I just can't prove it""
I think he did it, but I just can't prove it
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die

[Post-Chorus: HAIM]
No, no
I think he did it
No, no
He did it

[Verse 2: Taylor Swift]
Este wasn't there Tuesday night at Olive Gardеn
At her job or anywhere
Hе reports his missing wife
And I noticed when I passed his house
His truck has got some brand new tires
And his mistress moved in
Sleeps in Este's bed and everything
No, there ain't no doubt
Somebody's gotta catch him out, 'cause

[Chorus: Taylor Swift & HAIM]
I think he did it, but I just can't prove it (He did it)
I think he did it, but I just can't prove it (He did it)
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die
You might also like[Post-Chorus: HAIM & Taylor Swift]
No, no
I think he did it
No, no
He did it

[Verse 3: Taylor Swift & Danielle Haim]
Good thing my daddy made me get a boating license when I was fifteen
And I've cleaned enough houses to know how to cover up a scene
Good thing Este's sister's gonna swear she was with me
(She was with me, dude)
Good thing his mistress took out a big life insurance policy

[Chorus: Taylor Swift]
They think she did it, but they just can't prove it
They think she did it, but they just can't prove it
She thinks I did it, but she just can't prove it

[Outro: Taylor Swift & HAIM]
No, no body, no crime
I wasn't lettin' up until the day he—
No, no body, no crime
I wasn't lettin' up until the day he—
No, no body, no crime
I wasn't lettin' up until the day he died79Embed",https://images.genius.com/0f76756cfec00c6ca3acfea4a506ec9a.300x300x1.png
I Did Something Bad,"160 ContributorsTranslationsTürkçeEspañolСрпскиPortuguêsItalianoMagyarDeutschFrançaisI Did Something Bad Lyrics[Verse 1]
I never trust a narcissist, but they love me
So I play 'em like a violin
And I make it look, oh, so easy
'Cause for every lie I tell them, they tell me three
This is how the world works
Now all he thinks about is me

[Pre-Chorus]
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothing
I don't regret it one bit 'cause he had it coming
[Chorus]
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da-da

[Verse 2]
I never trust a playboy, but they love me
So I fly 'em all around the world
And I let them think they saved me
They never see it comin', what I do next
This is how the world works
You gotta leave before you get left

[Pre-Chorus]
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'
You might also like[Chorus]
They say I did something bad (Oh)
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da (It just felt so good)
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da-da

[Bridge]
They're burning all the witches even if you aren't one
They got their pitchforks and proof, their receipts and reasons
They're burning all the witches even if you aren't one
So light me up (Light me up), light me up (Light me up)
Light me up, go ahead and light me up (Light me up)
Light me up (Light me up), light me up (Light me up)
Light me up (Light me up), light me up

[Chorus]
They say I did something bad (Oh)
Then why's it feel so good? (So good)
They say I did something bad
But why's it feel so good? (Good)
Most fun I ever had (Most fun I ever had)
And I'd do it over and over and over again if I could
It just felt so good (Good), good
[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da-da

[Outro]
Oh, you say I did something bad (You say I did something bad?)
Why's it feel so good, good?
So bad, why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good106Embed",https://images.genius.com/d6eba083b40fcec8b16ab1b4489fe057.300x300x1.png
Wildest Dreams,"104 ContributorsTranslationsFrançaisTürkçeEspañolPortuguêsPolski日本語MagyarWildest Dreams Lyrics[Verse 1]
He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down

[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is
[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha

[Verse 2]
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now

[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
You might also like[Bridge]
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)

[Breakdown]
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha277Embed",https://images.genius.com/d022400aad4680759c278a348d5aaa9b.300x300x1.png
The Archer,"144 ContributorsTranslationsEspañolHrvatskiPortuguêsPolskiItalianoFrançaisNederlandsDanskThe Archer Lyrics[Verse 1]
Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you

[Pre-Chorus]
Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you
[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?

[Verse 2]
Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then I hate my reflection for years and years

[Pre-Chorus]
I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you

[Chorus]
I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)

[Bridge]
'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me
You might also like[Pre-Chorus]
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you

[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay

[Outro]
Combat, I'm ready for combat76Embed",https://images.genius.com/78c5f48dc4ad388b6090c01fba548082.300x300x1.jpg
​epiphany,"99 ContributorsTranslationsفارسیTürkçeEspañolBosanskiРусскийPortuguêsМакедонскиItalianoMagyarTaylor Swift - epiphany (Deutsche Übersetzung)Taylor Swift - epiphany (Ελληνική μετάφραση/Greek Translation)FrançaisУкраїнська​epiphany Lyrics[Verse 1]
Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about

[Chorus]
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out
[Verse 2]
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about

[Bridge]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen

[Chorus]
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)

[Outro]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seenYou might also like71Embed",https://images.genius.com/4a6a06f7e361703062b0db46d0e4ec36.300x300x1.png
Lavender Haze,"99 ContributorsTranslationsEspañolFrançaisPortuguês中文СрпскиMagyarItalianoУкраїнськаTürkçeNederlandsSvenskaDeutschMagyarΕλληνικάLavender Haze Lyrics[Intro]
Meet me at midnight

[Verse 1]
Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

[Pre-Chorus]
I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)
[Chorus]
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Verse 2]
All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife

[Pre-Chorus]
I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

[Chorus]
I feel the lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
You might also like[Post-Chorus]
That lavender haze

[Bridge]
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk

[Chorus]
I feel (I feel), the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Outro]
Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze35Embed",https://images.genius.com/6b231b9d48e94b907d542b6e90601544.300x300x1.jpg
Hits Different,"82 ContributorsTranslationsSvenskaСрпскиPortuguêsTürkçeFrançaisHits Different Lyrics[Verse 1]
I washed my hands of us at the club
You made a mess of me
I pictured you with other girls in love
Then threw up on the street
Like waiting for a bus that never shows
You just start walkin' on
They say that if it's right, you know
Each bar plays our song
Nothing has ever felt so wrong
[Chorus]
Oh, my, love is a lie
Shit my friends say to get me by
It hits different
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different
It hits different 'cause it's you

[Post-Chorus]
('Cause it's you)

[Verse 2]
I used to switch out these Kens, I'd just ghost
Rip the band-aid off and skip town likе an asshole outlaw
Freedom felt like summеr then on the coast
Now the sun burns my heart and the sand hurts my feelings
And I never don't cry (And I never don't cry) at the bar
Yeah, my sadness is contagious (My sadness is contagious)
I slur your name 'til someone puts me in a car
I stopped receiving invitations

[Chorus]
Oh, my, love is a lie
Shit my friends say to get me by
It hits different
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different
It hits different 'cause it's you
You might also like[Post-Chorus]
('Cause it's you)

[Bridge]
I find the artifacts, cried over a hat
Cursed the space that I needed
I trace the evidence, make it make some sense
Why the wound is still bleedin'
You were the one that I loved
Don't need another metaphor, it's simple enough
A wrinkle in time like the crease by your eyes
This is why they shouldn't kill off the main guy
Dreams of your hair and your stare and sense of belief
In the good in the world, you once believed in me
And I felt you and I held you for a while
Bet I could still melt your world
Argumentative, antithetical dream girl

[Verse 3]
I heard your key turn in the door down the hallway
Is that your key in the door?
Is it okay? Is it you?
Or have they come to take me away?
To take me away

[Chorus]
Oh, my, love is a lie
Shit my friends say to get me by
It hits different (It hits different)
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different (It hits different)
It hits different 'cause it's you
[Outro]
Oh, my, love is a lie
Shit my friends say to get me by
'Cause it's you
Catastrophic blues
Movin' on was always easy for me to do
It hits different (Yeah)
It hits different 'cause it's you18Embed",https://images.genius.com/2ed72f4e721a9d2112cd0471e4c130dc.300x300x1.png
Cornelia Street,"115 ContributorsTranslationsFrançaisEspañolHrvatskiPortuguêsPolskiItalianoCornelia Street Lyrics[Verse 1]
We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrow head
Leading us home

[Chorus]
And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Verse 2]
Windows flung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone

[Pre-Chorus]
But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I

[Chorus]
I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Bridge]
You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen
You might also like[Chorus]
I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

[Post-Chorus]
I don't wanna lose you (Hope it never ends)
I'd never walk Cornelia Street again
I don't wanna lose you (Yeah)

[Outro]
""I rent a place on Cornelia Street""
I say casually in the car59Embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg
Daylight,"124 ContributorsTranslationsEspañolHrvatskiPortuguêsPolskiItalianoFrançaisDaylight Lyrics[Verse 1]
My love was as cruel as the cities I lived in
Everyone looked worse in the light
There are so many lines that I've crossed unforgiven
I'll tell you the truth, but never goodbye

[Chorus]
I don't wanna look at anything else now that I saw you
I don't wanna think of anything else now that I thought of you
I've been sleeping so long in a 20-year dark night
And now I see daylight, I only see daylight
[Verse 2]
Luck of the draw only draws the unlucky
And so I became the butt of the joke
I wounded the good and I trusted the wicked
Clearing the air, I breathed in the smoke
Maybe you ran with the wolves and refused to settle down
Maybe I've stormed out of every single room in this town
Threw out our cloaks and our daggers because it's morning now
It's brighter now, now

[Chorus]
I don't wanna look at anything else now that I saw you
(I can never look away)
I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleeping so long in a 20-year dark night
(Now I'm wide awake)
And now I see daylight (Daylight), I only see daylight (Daylight)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight

[Bridge]
And I can still see it all (In my mind)
All of you, all of me (Intertwined)
I once believed love would be (Black and white)
But it's golden (Golden)
And I can still see it all (In my head)
Back and forth from New York (Sneaking in your bed)
I once believed love would be (Burning red)
But it's golden
Like daylight, like daylight
Like daylight, daylight
You might also like[Chorus]
I don't wanna look at anything else now that I saw you
(I can never look away)
And I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleeping so long in a 20-year dark night
(Now I'm wide awake)
And now I see daylight (I see daylight), I only see daylight (Ah)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight (Ah)
(And I can still see it all)
I only see daylight, daylight, daylight, daylight
(And I can still see it all, back and forth from New York)
I only see daylight, daylight, daylight, daylight
(I once believed love would be burning red)

[Outro]
Like daylight
It's golden like daylight
You gotta step into the daylight and let it go
Just let it go, let it go
[Spoken Outro]
I wanna be defined by the things that I love
Not the things I hate
Not the things I'm afraid of, I'm afraid of
Or the things that haunt me in the middle of the night
I, I just think that
You are what you love61Embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg
​’tis the damn season,"132 ContributorsTranslationsTürkçeEspañolRomânăPortuguêsItalianoDeutschFrançaisСрпскиMagyarPolskiУкраїнська​’tis the damn season Lyrics[Verse 1]
If I wanted to know who you were hanging with
While I was gone, I would've asked you
It's the kind of cold, fogs up windshield glass
But I felt it when I passed you
There's an ache in you, put there by the ache in me
But if it's all the same to you
It's the same to me

[Chorus]
So we could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
And it always leads to you and my hometown
[Verse 2]
I parkеd my car right between the Methodist
And thе school that used to be ours
The holidays linger like bad perfume
You can run, but only so far
I escaped it too, remember how you watched me leave
But if it's okay with you, it's okay with me

[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown

[Bridge]
Sleep in half the day just for old times' sake
I won't ask you to wait if you don't ask me to stay
So I'll go back to L.A. and the so-called friends
Who'll write books about me if I ever make it
And wonder about the only soul
Who can tell which smiles I'm fakin'
And the heart I know I'm breakin' is my own
To leave the warmest bed I've ever known
We could call it even
Even though I'm leaving
And I'll be yours for the weekend
​'Tis the damn season
You might also like[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown

[Outro]
It always leads to you and my hometown51Embed",https://images.genius.com/3e354c719fe236ab4a75adc6ea4c7fca.300x300x1.png
London Boy,"106 ContributorsTranslationsEspañolHrvatskiPortuguêsPolskiFrançaisItalianoLondon Boy Lyrics[Intro: Idris Elba & James Corden]
We can go drivin' in, on my scooter
Uh, you know, just 'round London (Oh, I'd—)

[Verse 1]
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent
They say home is where the heart is
But that's not where mine lives
[Chorus]
You know I love a London boy
I enjoy walkin' Camden Market in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (Ooh)

[Verse 2]
And now I love high tea, stories from Uni, and the West End
You can find me in the pub, we are watchin' rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time
They say home is where the heart is
But, God, I love the English

[Chorus]
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
You might also like[Bridge]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah

[Chorus]
You know I love a London boy
I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)
He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)
Boy (Oh), I fancy you (I fancy you; ooh)

[Outro]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)44Embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg
​the lakes,"135 ContributorsTranslationsTürkçeEspañolСрпскиРусскийPortuguêsItalianoHrvatskiΕλληνικάFrançaisУкраїнська​the lakes Lyrics[Verse 1]
Is it romantic how all my elegies eulogize me?
I'm not cut out for all these cynical clones
These hunters with cell phones

[Chorus]
Take me to the Lakes where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
[Verse 2]
What should be over burrowed under my skin
In heart-stopping waves of hurt
I've come too far to watch some namedropping sleaze
Tell me what are my words worth

[Chorus]
Take me to the Lakes where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse

[Bridge]
I want auroras and sad prose
I want to watch wisteria grow right over my bare feet
'Cause I haven't moved in years
And I want you right here
A red rose grew up out of ice frozen ground
With no one around to tweet it
While I bathe in cliffside pools
With my calamitous love and insurmountable grief

[Chorus]
Take me to the Lakes where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
No, not without youYou might also like64Embed",https://images.genius.com/1509fab32e174cf85ecf7194bf260a93.300x300x1.png
Miss Americana & The Heartbreak Prince,"111 ContributorsTranslationsEnglishHrvatskiPortuguêsPolskiItalianoFrançaisMiss Americana & The Heartbreak Prince Lyrics[Verse 1]
You know I adore you, I'm crazier for you
Than I was at 16, lost in a film scene
Waving homecoming queens, marching band playing
I'm lost in the lights
American glory faded before me
Now I'm feeling hopeless, ripped up my prom dress
Running through rose thorns, I saw the scoreboard
And ran for my life (Ah)

[Pre-Chorus]
No cameras catch my pageant smile
I counted days, I counted miles
To see you there, to see you there
It's been a long time coming, but
[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

[Verse 2]
My team is losing, battered and bruising
I see the high fives between the bad guys
Leave with my head hung, you are the only one
Who seems to care
American stories burning before me
I'm feeling helpless, the damsels are depressed
Boys will be boys then, where are the wise men?
Darling, I'm scared (Ah)

[Pre-Chorus 2]
No cameras catch my muffled cries
I counted days, I counted miles
To see you there, to see you there
And now the storm is coming, but
You might also like[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

[Bridge]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), just thought you should know
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win)

[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
Oh, I just thought you should know (You should know)
It's you and me, there's nothing like this (Like this)
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue (Paint it blue)
Voted most likely to run away with you
[Post-Chorus]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win), just thought you should know

[Outro]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
""She's a bad, bad girl""93Embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg
